"ensembl_transcript_id","ensembl_exon_id","width"
"ENST00000701490","ENSE00004172738",219
"ENST00000793731","ENSE00004472418",115
"ENST00000793731","ENSE00004472097",180
"ENST00000793731","ENSE00001737054",231
"ENST00000793731","ENSE00004176844",221
"ENST00000793731","ENSE00004176839",107
"ENST00000576606","ENSE00001217545",65
"ENST00000576606","ENSE00003982432",176
"ENST00000576606","ENSE00003936039",204
"ENST00000573355","ENSE00001217545",65
"ENST00000573355","ENSE00003928097",171
"ENST00000573355","ENSE00002645774",97
"ENST00000573355","ENSE00002663082",210
"ENST00000574411","ENSE00002645774",97
"ENST00000574411","ENSE00002683586",197
"ENST00000574411","ENSE00002634500",114
"ENST00000700825","ENSE00002645774",97
"ENST00000700825","ENSE00002663082",210
"ENST00000700825","ENSE00003983109",69
"ENST00000572856","ENSE00002654065",478
"ENST00000572856","ENSE00002642757",1783
"ENST00000687483","ENSE00003924007",362
"ENST00000687483","ENSE00003982362",291
"ENST00000687483","ENSE00003928889",87
"ENST00000692104","ENSE00003925164",144
"ENST00000692104","ENSE00003928540",288
"ENST00000692104","ENSE00004026659",371
"ENST00000805467","ENSE00004197760",1807
"ENST00000654403","ENSE00003888633",184
"ENST00000654403","ENSE00002734002",72
"ENST00000654403","ENSE00003857065",1933
"ENST00000655811","ENSE00003876607",121
"ENST00000655811","ENSE00003866025",136
"ENST00000655811","ENSE00003858436",1549
"ENST00000815603","ENSE00004217729",164
"ENST00000815603","ENSE00004217731",943
"ENST00000815604","ENSE00004217728",93
"ENST00000815604","ENSE00004217734",930
"ENST00000815605","ENSE00003866025",136
"ENST00000815605","ENSE00004217739",162
"ENST00000815605","ENSE00004217732",64
"ENST00000815605","ENSE00004217736",871
"ENST00000815606","ENSE00004217738",160
"ENST00000815606","ENSE00004217740",85
"ENST00000815606","ENSE00004217733",865
"ENST00000731144","ENSE00004060340",235
"ENST00000731144","ENSE00004060341",216
"ENST00000568654","ENSE00004073237",240
"ENST00000568654","ENSE00004073235",400
"ENST00000371384","ENSE00001286104",218
"ENST00000371384","ENSE00000845683",176
"ENST00000371384","ENSE00001455111",2593
"ENST00000691844","ENSE00003982191",223
"ENST00000691844","ENSE00003927638",161
"ENST00000691844","ENSE00004278715",853
"ENST00000603872","ENSE00003539494",31
"ENST00000603872","ENSE00003512620",293
"ENST00000603872","ENSE00003517104",293
"ENST00000380589","ENSE00001485571",434
"ENST00000380589","ENSE00001485564",296
"ENST00000700718","ENSE00001622521",200
"ENST00000700718","ENSE00004100051",236
"ENST00000700718","ENSE00004100094",2419
"ENST00000753188","ENSE00001622521",200
"ENST00000753188","ENSE00004100078",246
"ENST00000753188","ENSE00004100080",195
"ENST00000686621","ENSE00004036675",571
"ENST00000686621","ENSE00004036661",454
"ENST00000380266","ENSE00001108389",100
"ENST00000380266","ENSE00001484365",2742
"ENST00000431254","ENSE00001777826",34
"ENST00000431254","ENSE00003553754",51
"ENST00000431254","ENSE00003664335",111
"ENST00000431254","ENSE00003660834",113
"ENST00000431254","ENSE00003505158",87
"ENST00000431254","ENSE00003686413",187
"ENST00000290299","ENSE00003553754",51
"ENST00000290299","ENSE00003664335",111
"ENST00000290299","ENSE00003843595",77
"ENST00000290299","ENSE00003658594",130
"ENST00000290299","ENSE00003608641",113
"ENST00000290299","ENSE00003477232",87
"ENST00000290299","ENSE00003503253",187
"ENST00000892987","ENSE00003553754",51
"ENST00000892987","ENSE00003664335",111
"ENST00000892987","ENSE00003477232",87
"ENST00000892987","ENSE00003503253",187
"ENST00000892987","ENSE00004349402",93
"ENST00000832710","ENSE00003932927",76
"ENST00000832710","ENSE00004248474",235
"ENST00000832710","ENSE00004248470",2627
"ENST00000832721","ENSE00003932927",76
"ENST00000832721","ENSE00003981951",192
"ENST00000832721","ENSE00004248467",200
"ENST00000832721","ENSE00004248475",537
"ENST00000832723","ENSE00003932927",76
"ENST00000832723","ENSE00004248509",531
"ENST00000832723","ENSE00003924412",47
"ENST00000832723","ENSE00003981951",192
"ENST00000832723","ENSE00004248492",169
"ENST00000217426","ENSE00001152081",113
"ENST00000217426","ENSE00003640815",191
"ENST00000217426","ENSE00003483013",76
"ENST00000217426","ENSE00003682179",150
"ENST00000217426","ENSE00003680454",113
"ENST00000217426","ENSE00003638433",208
"ENST00000217426","ENSE00000661386",88
"ENST00000217426","ENSE00001048932",118
"ENST00000217426","ENSE00003663748",195
"ENST00000217426","ENSE00001820276",898
"ENST00000804943","ENSE00004196739",440
"ENST00000804943","ENSE00004196743",494
"ENST00000668204","ENSE00003881648",182
"ENST00000668204","ENSE00002730709",111
"ENST00000668204","ENSE00003860753",761
"ENST00000661913","ENSE00002730709",111
"ENST00000661913","ENSE00003861546",248
"ENST00000661913","ENSE00002704081",774
"ENST00000701273","ENSE00002704081",774
"ENST00000701273","ENSE00003982368",242
"ENST00000578119","ENSE00002711861",101
"ENST00000578119","ENSE00002729775",37
"ENST00000578119","ENSE00002688280",315
"ENST00000298248","ENSE00003596594",108
"ENST00000298248","ENSE00001600998",127
"ENST00000298248","ENSE00003547444",104
"ENST00000298248","ENSE00003743778",162
"ENST00000298248","ENSE00003737575",195
"ENST00000298248","ENSE00001093413",106
"ENST00000298248","ENSE00000825117",107
"ENST00000298248","ENSE00003843035",574
"ENST00000644593","ENSE00003596594",108
"ENST00000644593","ENSE00001600998",127
"ENST00000644593","ENSE00003737575",195
"ENST00000644593","ENSE00001093413",106
"ENST00000644593","ENSE00000825117",107
"ENST00000644593","ENSE00003815343",112
"ENST00000644593","ENSE00001386443",576
"ENST00000839916","ENSE00002729014",117
"ENST00000839916","ENSE00002690009",347
"ENST00000839916","ENSE00004262660",133
"ENST00000592906","ENSE00004263059",345
"ENST00000592906","ENSE00004263056",204
"ENST00000440966","ENSE00003493555",168
"ENST00000440966","ENSE00003680905",68
"ENST00000440966","ENSE00003634950",159
"ENST00000440966","ENSE00003668923",132
"ENST00000440966","ENSE00001627893",248
"ENST00000440966","ENSE00001605158",307
"ENST00000666670","ENSE00004049434",183
"ENST00000666670","ENSE00003868507",719
"ENST00000330287","ENSE00001515616",184
"ENST00000330287","ENSE00001308463",145
"ENST00000330287","ENSE00001096349",149
"ENST00000330287","ENSE00001096386",177
"ENST00000330287","ENSE00001927019",1965
"ENST00000379751","ENSE00001482363",2890
"ENST00000716923","ENSE00003862976",517
"ENST00000716923","ENSE00004031108",171
"ENST00000663196","ENSE00003875891",131
"ENST00000663196","ENSE00004031107",1394
"ENST00000371894","ENSE00001456402",195
"ENST00000371894","ENSE00001456400",322
"ENST00000255465","ENSE00003603713",189
"ENST00000255465","ENSE00000938553",247
"ENST00000255465","ENSE00000680652",125
"ENST00000255465","ENSE00000680651",224
"ENST00000255465","ENSE00000680650",205
"ENST00000255465","ENSE00003434101",114
"ENST00000255465","ENSE00003329874",134
"ENST00000255465","ENSE00001904387",235
"ENST00000255465","ENSE00003766546",257
"ENST00000723088","ENSE00004044353",549
"ENST00000658369","ENSE00004234524",812
"ENST00000658369","ENSE00004234522",1160
"ENST00000824847","ENSE00004234527",591
"ENST00000824847","ENSE00004234526",51
"ENST00000824847","ENSE00004234525",54
"ENST00000824847","ENSE00004234523",106
"ENST00000661476","ENSE00001729214",113
"ENST00000661476","ENSE00001730979",93
"ENST00000661476","ENSE00004064861",280
"ENST00000661476","ENSE00004064877",1856
"ENST00000427794","ENSE00001594593",96
"ENST00000427794","ENSE00004064874",260
"ENST00000427794","ENSE00004064868",193
"ENST00000733476","ENSE00001729214",113
"ENST00000733476","ENSE00001730979",93
"ENST00000733476","ENSE00001782068",117
"ENST00000733476","ENSE00004064861",280
"ENST00000733476","ENSE00004064872",253
"ENST00000733479","ENSE00001594593",96
"ENST00000733479","ENSE00001729214",113
"ENST00000733479","ENSE00001730979",93
"ENST00000733479","ENSE00001621878",242
"ENST00000733479","ENSE00004064872",253
"ENST00000733481","ENSE00001782068",117
"ENST00000733481","ENSE00001621878",242
"ENST00000733481","ENSE00004064859",247
"ENST00000733485","ENSE00001594593",96
"ENST00000733485","ENSE00001729214",113
"ENST00000733485","ENSE00001730979",93
"ENST00000733485","ENSE00001782068",117
"ENST00000733485","ENSE00004064882",247
"ENST00000733485","ENSE00004064855",289
"ENST00000733490","ENSE00001594593",96
"ENST00000733490","ENSE00004064846",273
"ENST00000733490","ENSE00004064871",172
"ENST00000733491","ENSE00001594593",96
"ENST00000733491","ENSE00001745797",162
"ENST00000733491","ENSE00004064868",193
"ENST00000733491","ENSE00004064867",256
"ENST00000733494","ENSE00001594593",96
"ENST00000733494","ENSE00001745797",162
"ENST00000733494","ENSE00001621878",242
"ENST00000733494","ENSE00004064871",172
"ENST00000242827","ENSE00001827833",233
"ENST00000242827","ENSE00003502877",70
"ENST00000242827","ENSE00003673328",139
"ENST00000242827","ENSE00001816161",535
"ENST00000473576","ENSE00001904578",185
"ENST00000473576","ENSE00003578659",139
"ENST00000473576","ENSE00003532436",486
"ENST00000299339","ENSE00000853815",162
"ENST00000299339","ENSE00000853814",82
"ENST00000299339","ENSE00000853813",108
"ENST00000299339","ENSE00001353009",1860
"ENST00000299339","ENSE00001128319",254
"ENST00000382758","ENSE00001493270",41
"ENST00000382758","ENSE00003424548",163
"ENST00000382758","ENSE00000995004",83
"ENST00000382758","ENSE00003423777",281
"ENST00000382758","ENSE00003389500",486
"ENST00000623789","ENSE00003758485",16698
"ENST00000381061","ENSE00002312112",382
"ENST00000381061","ENSE00003572337",83
"ENST00000381061","ENSE00003662543",97
"ENST00000381061","ENSE00003476531",159
"ENST00000381061","ENSE00003526130",81
"ENST00000381061","ENSE00003485380",166
"ENST00000381061","ENSE00003687295",109
"ENST00000381061","ENSE00003463854",170
"ENST00000381061","ENSE00003569372",64
"ENST00000381061","ENSE00003629763",188
"ENST00000381061","ENSE00002207252",1636
"ENST00000777378","ENSE00004146030",132
"ENST00000777378","ENSE00004146026",172
"ENST00000777378","ENSE00004146037",365
"ENST00000777380","ENSE00004146030",132
"ENST00000777380","ENSE00004146026",172
"ENST00000777380","ENSE00004146031",235
"ENST00000620712","ENSE00004148948",138
"ENST00000620712","ENSE00004148969",213
"ENST00000419743","ENSE00001620471",165
"ENST00000419743","ENSE00003463973",111
"ENST00000419743","ENSE00003550765",105
"ENST00000419743","ENSE00003487774",243
"ENST00000419743","ENSE00003560171",210
"ENST00000419743","ENSE00003474091",127
"ENST00000419743","ENSE00003666660",83
"ENST00000419743","ENSE00003534536",143
"ENST00000419743","ENSE00003530535",125
"ENST00000419743","ENSE00002733826",363
"ENST00000792300","ENSE00004174147",97
"ENST00000792300","ENSE00004174194",79
"ENST00000792300","ENSE00004174174",40
"ENST00000792300","ENSE00004174136",258
"ENST00000792300","ENSE00004174220",147
"ENST00000792329","ENSE00004174147",97
"ENST00000792329","ENSE00004174194",79
"ENST00000792329","ENSE00004174174",40
"ENST00000792329","ENSE00004174173",261
"ENST00000792329","ENSE00004174183",75
"ENST00000792330","ENSE00004174194",79
"ENST00000792330","ENSE00004174174",40
"ENST00000792330","ENSE00004174201",263
"ENST00000792330","ENSE00004174140",68
"ENST00000714325","ENSE00003802171",8247
"ENST00000717617","ENSE00003989402",135
"ENST00000717617","ENSE00003989404",77
"ENST00000717617","ENSE00004032947",623
"ENST00000311151","ENSE00003485309",89
"ENST00000311151","ENSE00002154917",185
"ENST00000311151","ENSE00001617914",165
"ENST00000311151","ENSE00003645192",62
"ENST00000311151","ENSE00003514271",81
"ENST00000311151","ENSE00003514643",69
"ENST00000311151","ENSE00003591912",121
"ENST00000311151","ENSE00001643130",157
"ENST00000311151","ENSE00001616779",142
"ENST00000311151","ENSE00001703598",171
"ENST00000311151","ENSE00001694723",180
"ENST00000311151","ENSE00001780215",166
"ENST00000311151","ENSE00002094501",451
"ENST00000311151","ENSE00001663120",2564
"ENST00000410074","ENSE00001585404",229
"ENST00000410074","ENSE00001380027",84
"ENST00000410074","ENSE00001376357",41
"ENST00000410074","ENSE00001586853",432
"ENST00000693545","ENSE00004207832",1430
"ENST00000819895","ENSE00004225273",70
"ENST00000819895","ENSE00004225292",241
"ENST00000819895","ENSE00004225293",93
"ENST00000822428","ENSE00004230247",286
"ENST00000822428","ENSE00004230245",266
"ENST00000598716","ENSE00003038936",249
"ENST00000598716","ENSE00003017646",94
"ENST00000598716","ENSE00001830036",84
"ENST00000598716","ENSE00003718024",175
"ENST00000598716","ENSE00003193431",366
"ENST00000620654","ENSE00003713939",277
"ENST00000620654","ENSE00003723753",175
"ENST00000620654","ENSE00003736639",249
"ENST00000620654","ENSE00003720190",94
"ENST00000620654","ENSE00003720629",271
"ENST00000612907","ENSE00003717108",249
"ENST00000612907","ENSE00003056746",94
"ENST00000612907","ENSE00003060881",564
"ENST00000612907","ENSE00003745200",239
"ENST00000612907","ENSE00003734388",175
"ENST00000611660","ENSE00003746357",239
"ENST00000611660","ENSE00003751832",175
"ENST00000611660","ENSE00003726803",249
"ENST00000611660","ENSE00003742592",94
"ENST00000611660","ENSE00003737749",253
"ENST00000620704","ENSE00001616460",239
"ENST00000620704","ENSE00003734331",175
"ENST00000620704","ENSE00003586474",249
"ENST00000620704","ENSE00003684760",94
"ENST00000620704","ENSE00003740932",611
"ENST00000832468","ENSE00004247978",490
"ENST00000833695","ENSE00004250527",101
"ENST00000833695","ENSE00004250522",811
"ENST00000833695","ENSE00004250525",325
"ENST00000737104","ENSE00004071029",46
"ENST00000737104","ENSE00004071041",264
"ENST00000737104","ENSE00004071037",812
"ENST00000610495","ENSE00003730703",1707
"ENST00000609825","ENSE00004109580",1398
"ENST00000839999","ENSE00004262849",282
"ENST00000839999","ENSE00004262843",41
"ENST00000839999","ENSE00004262839",73
"ENST00000839999","ENSE00004262841",107
"ENST00000839999","ENSE00004262848",363
"ENST00000840001","ENSE00004262844",319
"ENST00000840001","ENSE00004262840",859
"ENST00000840794","ENSE00004264485",522
"ENST00000840794","ENSE00004264484",59
"ENST00000840795","ENSE00004264485",522
"ENST00000840795","ENSE00004264484",59
"ENST00000840795","ENSE00004264487",67
"ENST00000701776","ENSE00004472093",70
"ENST00000701776","ENSE00004475010",126
"ENST00000701776","ENSE00004474999",58
"ENST00000701776","ENSE00004475012",115
"ENST00000701776","ENSE00004475013",105
"ENST00000701776","ENSE00004267981",166
"ENST00000701776","ENSE00004267954",663
"ENST00000842660","ENSE00004472093",70
"ENST00000842660","ENSE00004475010",126
"ENST00000842660","ENSE00004474999",58
"ENST00000842660","ENSE00004475012",115
"ENST00000842660","ENSE00004475013",105
"ENST00000842660","ENSE00003847004",77
"ENST00000842660","ENSE00004268046",289
"ENST00000842660","ENSE00004267983",347
"ENST00000842713","ENSE00004267940",215
"ENST00000842713","ENSE00004268021",336
"ENST00000472110","ENSE00003885085",368
"ENST00000472110","ENSE00001815415",60
"ENST00000472110","ENSE00003875128",4424
"ENST00000340533","ENSE00001878979",217
"ENST00000340533","ENSE00003585275",129
"ENST00000340533","ENSE00003610820",30
"ENST00000340533","ENSE00003545546",35
"ENST00000340533","ENSE00003736132",2820
"ENST00000843616","ENSE00004269635",230
"ENST00000843616","ENSE00004269642",206
"ENST00000556520","ENSE00002460637",167
"ENST00000556520","ENSE00002461767",351
"ENST00000802909","ENSE00004192835",112
"ENST00000802909","ENSE00004192837",65
"ENST00000802909","ENSE00004192824",230
"ENST00000802910","ENSE00004192820",88
"ENST00000802910","ENSE00004192823",64
"ENST00000802910","ENSE00004192833",228
"ENST00000810418","ENSE00001719049",208
"ENST00000810418","ENSE00004207264",58
"ENST00000810418","ENSE00004207294",81
"ENST00000810418","ENSE00004207265",347
"ENST00000810423","ENSE00001719049",208
"ENST00000810423","ENSE00004207276",67
"ENST00000810423","ENSE00004207269",182
"ENST00000717509","ENSE00004472372",128
"ENST00000717509","ENSE00004472434",103
"ENST00000717509","ENSE00004212828",920
"ENST00000717509","ENSE00004212799",683
"ENST00000717510","ENSE00004472372",128
"ENST00000717510","ENSE00004472434",103
"ENST00000717510","ENSE00004212823",136
"ENST00000717510","ENSE00004212772",224
"ENST00000717512","ENSE00004472372",128
"ENST00000717512","ENSE00004472434",103
"ENST00000717512","ENSE00004212813",139
"ENST00000717512","ENSE00004212815",108
"ENST00000382734","ENSE00004472389",129
"ENST00000382734","ENSE00004473063",143
"ENST00000382734","ENSE00002270830",100
"ENST00000382734","ENSE00004221897",210
"ENST00000382734","ENSE00001719539",812
"ENST00000818145","ENSE00004472389",129
"ENST00000818145","ENSE00004473063",143
"ENST00000818145","ENSE00002270830",100
"ENST00000818145","ENSE00004221897",210
"ENST00000818145","ENSE00001719539",812
"ENST00000818145","ENSE00004221887",119
"ENST00000844990","ENSE00004272063",125
"ENST00000844990","ENSE00004272053",429
"ENST00000651346","ENSE00002513195",121
"ENST00000651346","ENSE00004237923",303
"ENST00000651346","ENSE00004238020",892
"ENST00000686648","ENSE00002513195",121
"ENST00000686648","ENSE00004237918",133
"ENST00000686648","ENSE00004237917",465
"ENST00000689105","ENSE00002513195",121
"ENST00000689105","ENSE00004237974",162
"ENST00000689105","ENSE00004237988",1879
"ENST00000686213","ENSE00002513195",121
"ENST00000686213","ENSE00004237936",274
"ENST00000686213","ENSE00004237907",606
"ENST00000480246","ENSE00002513195",121
"ENST00000480246","ENSE00004238009",333
"ENST00000480246","ENSE00004237921",2655
"ENST00000686022","ENSE00002513195",121
"ENST00000686022","ENSE00004237917",465
"ENST00000686022","ENSE00004237945",265
"ENST00000333244","ENSE00001532525",192
"ENST00000333244","ENSE00003520885",59
"ENST00000333244","ENSE00003573678",99
"ENST00000333244","ENSE00003537837",102
"ENST00000333244","ENSE00003542476",151
"ENST00000333244","ENSE00001433221",185
"ENST00000333244","ENSE00002436532",17547
"ENST00000284878","ENSE00001356018",130
"ENST00000284878","ENSE00001370254",167
"ENST00000284878","ENSE00001016957",205
"ENST00000284878","ENSE00001016954",156
"ENST00000284878","ENSE00001016953",123
"ENST00000284878","ENSE00001016956",139
"ENST00000284878","ENSE00001918181",4673
"ENST00000400169","ENSE00001370254",167
"ENST00000400169","ENSE00001016957",205
"ENST00000400169","ENSE00001016954",156
"ENST00000400169","ENSE00001016953",123
"ENST00000400169","ENSE00001016956",139
"ENST00000400169","ENSE00001541853",43
"ENST00000400169","ENSE00001541834",184
"ENST00000400169","ENSE00001541833",428
"ENST00000439119","ENSE00004256905",137
"ENST00000439119","ENSE00004472222",151
"ENST00000439119","ENSE00004472311",72
"ENST00000439119","ENSE00004256893",199
"ENST00000836930","ENSE00004472222",151
"ENST00000836930","ENSE00004472311",72
"ENST00000836930","ENSE00004256895",409
"ENST00000836930","ENSE00004256902",204
"ENST00000836932","ENSE00004472311",72
"ENST00000836932","ENSE00004256893",199
"ENST00000836932","ENSE00004256908",217
"ENST00000610598","ENSE00003091584",239
"ENST00000610598","ENSE00003752157",175
"ENST00000610598","ENSE00003668015",249
"ENST00000610598","ENSE00003727382",94
"ENST00000610598","ENSE00003744623",269
"ENST00000846960","ENSE00004275247",132
"ENST00000846960","ENSE00004275246",99
"ENST00000846960","ENSE00004275245",286
"ENST00000567740","ENSE00001271133",312
"ENST00000567740","ENSE00003568745",87
"ENST00000567740","ENSE00002598188",652
"ENST00000220531","ENSE00003499060",87
"ENST00000220531","ENSE00003527834",88
"ENST00000220531","ENSE00003620695",142
"ENST00000220531","ENSE00003900840",147
"ENST00000220531","ENSE00003899778",3314
"ENST00000692296","ENSE00004094801",260
"ENST00000692296","ENSE00003932464",112
"ENST00000692296","ENSE00004094749",317
"ENST00000594565","ENSE00003179741",52
"ENST00000594565","ENSE00003039235",175
"ENST00000594565","ENSE00003035483",249
"ENST00000594565","ENSE00003010257",94
"ENST00000594565","ENSE00003918962",253
"ENST00000594117","ENSE00003035483",249
"ENST00000594117","ENSE00003010257",94
"ENST00000594117","ENSE00003649684",180
"ENST00000594117","ENSE00003202801",564
"ENST00000437781","ENSE00004032640",112
"ENST00000437781","ENSE00002235402",111
"ENST00000437781","ENSE00001650067",138
"ENST00000437781","ENSE00002219189",91
"ENST00000437781","ENSE00001715620",95
"ENST00000437781","ENSE00002265621",148
"ENST00000437781","ENSE00002235266",136
"ENST00000437781","ENSE00001714852",1567
"ENST00000603308","ENSE00004032640",112
"ENST00000603308","ENSE00002235402",111
"ENST00000603308","ENSE00001650067",138
"ENST00000603308","ENSE00002265621",148
"ENST00000603308","ENSE00002235266",136
"ENST00000603308","ENSE00004152042",112
"ENST00000603308","ENSE00004152002",1953
"ENST00000780592","ENSE00004032640",112
"ENST00000780592","ENSE00004152042",112
"ENST00000780592","ENSE00004151998",579
"ENST00000698999","ENSE00003975371",267
"ENST00000698999","ENSE00003635472",175
"ENST00000698999","ENSE00003749904",249
"ENST00000698999","ENSE00003742622",94
"ENST00000698999","ENSE00003975372",1842
"ENST00000487941","ENSE00003635472",175
"ENST00000487941","ENSE00003749904",249
"ENST00000487941","ENSE00003742622",94
"ENST00000487941","ENSE00001855368",79
"ENST00000487941","ENSE00002047721",564
"ENST00000373970","ENSE00001160616",397
"ENST00000373970","ENSE00000704914",163
"ENST00000373970","ENSE00003628542",141
"ENST00000373970","ENSE00001462031",1104
"ENST00000476752","ENSE00003568008",141
"ENST00000476752","ENSE00001955523",55
"ENST00000476752","ENSE00001927427",348
"ENST00000521662","ENSE00002100625",79
"ENST00000521662","ENSE00003684739",77
